F:\Simulator_Data\IMG\center_2020_04_16_10_06_58_726.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_58_726.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_58_726.jpg,0,0,0,3.858833E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_58_794.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_58_794.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_58_794.jpg,0,0,0,1.483922E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_06_58_862.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_58_862.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_58_862.jpg,0,0,0,6.322954E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_58_933.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_58_933.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_58_933.jpg,0,0,0,2.676222E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_001.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_001.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_001.jpg,0,0,0,2.272308E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_068.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_068.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_068.jpg,0,0,0,5.593424E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_137.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_137.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_137.jpg,0,0,0,2.365006E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_208.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_208.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_208.jpg,0,0,0,8.858789E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_276.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_276.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_276.jpg,0,0,0,1.23264E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_347.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_347.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_347.jpg,0,0,0,5.979415E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_414.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_414.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_414.jpg,0,0,0,2.245263E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_482.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_482.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_482.jpg,0,0,0,5.170203E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_550.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_550.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_550.jpg,0,0,0,1.375442E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_619.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_619.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_619.jpg,0,0,0,1.636041E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_688.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_688.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_688.jpg,0,0,0,2.970508E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_756.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_756.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_756.jpg,0,0,0,1.197703E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_828.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_828.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_828.jpg,0,0,0,1.666162E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_899.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_899.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_899.jpg,0,0,0,1.179831E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_06_59_967.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_06_59_967.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_06_59_967.jpg,0,0,0,1.640953E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_036.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_036.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_036.jpg,0,0,0,1.106416E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_108.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_108.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_108.jpg,0,0,0,1.540242E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_178.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_178.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_178.jpg,0,0,0,1.972706E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_249.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_249.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_249.jpg,0,0,0,1.111201E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_317.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_317.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_317.jpg,0,0,0,7.031882E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_383.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_383.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_383.jpg,0,0,0,8.882739E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_455.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_455.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_455.jpg,0,0,0,3.660868E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_522.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_522.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_522.jpg,0,0,0,3.599167E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_589.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_589.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_589.jpg,0,0,0,1.430198E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_658.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_658.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_658.jpg,0,0,0,4.742712E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_725.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_725.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_725.jpg,0,0,0,6.628015E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_797.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_797.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_797.jpg,0,0,0,1.803647E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_864.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_864.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_864.jpg,0,0,0,1.298042E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_00_932.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_00_932.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_00_932.jpg,0,0,0,1.138378E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_001.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_001.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_001.jpg,0,0,0,6.46016E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_068.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_068.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_068.jpg,0,0,0,1.569641E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_136.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_136.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_136.jpg,0,0,0,8.560338E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_208.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_208.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_208.jpg,0,0,0,1.756111E-05
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_276.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_276.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_276.jpg,0,0,0,2.345903E-06
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_344.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_344.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_344.jpg,0,0.1305072,0,0.05857824
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_411.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_411.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_411.jpg,0,0.3043374,0,0.1916871
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_478.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_478.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_478.jpg,0,0.4808811,0,0.479494
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_547.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_547.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_547.jpg,-0.15,0.7293549,0,1.057434
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_616.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_616.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_616.jpg,-0.3,0.9027738,0,1.639421
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_684.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_684.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_684.jpg,0,1,0,2.539553
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_753.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_753.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_753.jpg,0,1,0,3.240592
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_820.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_820.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_820.jpg,0,1,0,4.178363
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_889.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_889.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_889.jpg,0,1,0,4.876417
F:\Simulator_Data\IMG\center_2020_04_16_10_07_01_956.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_01_956.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_01_956.jpg,0,1,0,5.571961
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_023.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_023.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_023.jpg,0,1,0,6.493267
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_092.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_092.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_092.jpg,-0.15,1,0,7.174944
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_160.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_160.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_160.jpg,-0.35,1,0,8.058721
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_228.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_228.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_228.jpg,-0.5000001,1,0,8.700961
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_298.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_298.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_298.jpg,0,1,0,9.346344
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_367.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_367.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_367.jpg,0,1,0,10.23407
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_435.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_435.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_435.jpg,0,1,0,10.89803
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_503.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_503.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_503.jpg,0,1,0,11.61431
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_571.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_571.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_571.jpg,0,1,0,12.4709
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_639.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_639.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_639.jpg,-0.15,1,0,13.17214
F:\Simulator_Data\IMG\center_2020_04_16_10_07_02_711.jpg,F:\Simulator_Data\IMG\left_2020_04_16_10_07_02_711.jpg,F:\Simulator_Data\IMG\right_2020_04_16_10_07_02_711.jpg,-0.3,1,0,13.80267
